2026-02-19,0,0,0,0
2026-02-20,33767,160920,-3720,8
2026-02-20,0,0,0,0
2026-02-20,0,0,0,0
2026-02-20,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-24,0,0,0,0
2026-02-26,0,0,0,0
2026-02-26,0,0,0,0
2026-02-27,0,0,0,0
2026-02-27,0,0,0,0
2026-02-28,0,0,0,0
2026-02-28,0,0,0,0
2026-02-28,0,0,0,0
2026-02-28,0,0,0,0
2026-03-03,0,0,0,0
2026-03-04,0,0,0,0
2026-03-04,0,0,0,0
2026-03-05,0,0,0,0
2026-03-09,0,0,0,0
2026-03-09,0,0,0,0
2026-03-11,0,0,0,0
2026-03-12,0,0,0,0
2026-03-13,0,0,0,0
2026-03-16,0,0,0,0
2026-03-18,0,0,0,0
2026-03-18,0,0,0,0
2026-03-19,0,0,0,0
2026-03-19,0,0,0,0
2026-03-19,0,0,0,0
2026-03-19,0,0,0,0
2026-03-19,0,0,0,0
2026-03-20,0,0,0,0
2026-03-23,0,0,0,0
2026-03-23,0,0,0,0
2026-03-23,0,0,0,0
2026-03-23,0,0,0,0
2026-03-23,0,0,0,0
2026-03-23,0,0,0,0
2026-03-23,0,0,0,0
2026-03-23,0,0,0,0
2026-03-24,0,0,0,0
2026-03-26,0,0,0,0
2026-03-27,0,0,0,0
